Topic,Count,Name,Representation,Representative_Docs
87,83,87_schizophrenia_schizophrenia spectrum_psychosis_spectrum,"['schizophrenia', 'schizophrenia spectrum', 'psychosis', 'spectrum', 'psychotic', 'social functioning', 'functioning', 'panss', 'salience', 'deficit', 'aberrant', 'illness']","['mediation elevate prolactin relationship first-episode drug-naive schizophrenia elevate prolactin first-episode drug-naive fedn schizophrenia correlate long-term cause aim relationship elevate prolactin fedn schizophrenia consider difference utilize cross-sectional design involve fedn schizophrenia healthy hcs evaluation encompass measure prolactin peripheral blood assess positive negative syndrome panss short form ctq-sf evaluate resilience connor-davidson resilience cd-risc perceive social support perceive social support psss demographic characteristic confound mediation construct rmediation package software suggest prolactin fedn schizophrenia hcs classification hcs fedn schizophrenia influential prolactin elevate prolactin along andsexual social support onset schizophrenia positive correlation find prolactin difference relationship observe prolactin panss mediation reveal ci similar ci similar indirect schizophrenia mediate elevated prolactin suggest onset schizophrenia influence prolactin highlighting complex interplay hormonal disruption early-life development schizophrenia fedn schizophrenia prolactin social support hyperprolactinemia experience depression', 'feature polygenic schizophrenia schizoaffective depressive-type controversy status schizoaffective depressive-type sa-d whether consider form schizophrenia distinct aim determine whether sa-d differ schizophrenia term demographic premorbid lifetime characteristic genetic liability schizophrenia depression bipolar cardiffcogs meet icd criterion schizophrenia sa-d cardiff affected-sib cardiff f-series replication phenotypic ascertain structure interview record icd make trained univariable multivariable logistic regression compare schizophrenia sa-d demographic characteristic polygenic prs cardiffcogs sa-d schizophrenia history alcohol dependence function global gas bad episode psychosis function gas bad episode depression reduce lifetime severity disorganize sa-d depression pr schizophrenia pr schizophrenia bipolar differ sa-d schizophrenia schizophrenia sa-d environmental genetic depression similar genetic liability schizophrenia consistent sa-d sub-type schizophrenia result elevate liability schizophrenia depression polygenic depression psychosis phenotypes bipolar unipolar depression reliability psychosis heritability illness family scan twin', 'impact negative schizophrenia schizophrenia debilitate imposes profound economic societal personal burden negative schizophrenia blunt affect alogia anhedonia asociality avolition highly prevalent pervasive psychotic pose resistance available option experience strongly link develop schizophrenia prior focus positive schizophrenia hallucination delusion less attention give negative current investigate relationship negative schizophrenia outpatient healthy schizophrenia observation current reveal schizophrenia experience great degree negative current indicate severe experience summation type increase schizophrenia report negative find impact degree negative experience schizophrenia implication limitation current discuss find severity play important role increase likelihood schizophrenia report negative schizophrenia negative psychotic st-episode psychosis syndrome self-report term course reliability']"
88,82,88_node_bridge_central_network structure,"['node', 'bridge', 'central', 'network structure', 'social network', 'centrality', 'strength', 'network approach', 'ela', 'edge', 'network test', 'neural network']","['interpersonal sensitivity central hub network major depressive exhibit complex interplay specific subtypes remain underexplored employ network map symptom-trauma interaction identify potential target explore difference interaction major depressive mdd mdd recruit clinic china scl exposure ctq regularize partial correlation network ebicglasso utilized interaction node type compute centrality metric test difference reveal interpersonal sensitivity ip emerge central node demonstrate high expect influence ei form strong edge weight tightly couple link ip depression ip function bridge connect cluster bridge strength node invariance test reveal difference ip respective gender-specific network ip demonstrate high strength ei value essentially obvious difference observe network pioneer network trauma-symptom chinese mdd identifies ips transdiagnostic structural equivalence gender suggest universal target clinically enhance interpersonal skill emotionally traumatize disrupt pathogenic pathway depression interpersonal sensitivity difference network experience validation', 'relationship event middle student network issue middle student closely event experience interactive pathway remain unclear network construct network identify core node high-intensity bridge node cross-group aim reveal interaction mechanism provide foundation target intervention cluster sample employ select middle student central anhui test mht self-rating event checklist aslec questionnaire-short form ctq-sf descriptive statistic spss partial correlation network construct ebicglasso algorithm gamma software version node strength centrality bridge strength centrality calculate network stability test correlation stability c coefficient network comprise valid edge form tightly connect subgroup subgroup mht interpersonal anxiety strength mht somatic strength emerge core node mht impulsivity tendency bridge strength serve bridge node event subgroup aslec interpersonal relationship strength aslec punishment strength identify core node aslec interpersonal relationship bridge strength act bridge node subgroup ctq-sf strength ctq-sf strength core node ctq-sf bridge strength function critical bridge node edge high cross-subgroup weight aslec punishment ctq-sf weight network stability test reveal strength centrality c bridge strength centrality c exceed recommended threshold indicating robustness network reveal dynamic interaction pathways event middle student propose targeted strategy core mht aslec bridge mht ctq-sf effectively block cross-subgroup transmission negative influence strategy mitigate adverse event middle student middle student network event attachment impulsivity', 'somatic depressive anxiety network apply network identify central bridge node link somatic depressive anxiety history elevate somatic depressive anxiety complex interaction potential influence remain unclear set multi-stage cluster sample strategy employ conduct questionnaire-based survey somatic chinese network conduct utilizing qgraph package studio identify central node bridge node gender-based difference observe network structure network strength exhibit common central nodes-headaches tire energy abuse-that central connect somatic depressive anxiety sleep disturbance trouble sleep identify share bridge node serve crucial connector networks central node headache tire energy along bridge node like sleep disturbance trouble sleep emerge critical element node provide valuable insight represent potential target reduce burden somatic depressive anxiety network depression consequence gender-differences mental-health risk-factors metaanalysis personality']"
89,82,89_bully_bullying_bully victimization_perpetration,"['bully', 'bullying', 'bully victimization', 'perpetration', 'peer bully', 'workplace', 'experience bully', 'cyberbullying', 'disengagement', 'moral disengagement', 'chr', 'loneliness']","['exposure peer bully victimization expose csa experience victimization csa several form cyber in-person peer bully victimization expose substantiate csa match two-year bullying experience survey qualitative interview qualitative cod describe type cyber verbal focus threat appearance bully victimization logistic regression csa subsequent bullying victimization adjust demographic social network prior bully csa-exposed multiple form bully victimization persistent bully victimization specifically experience bully follow-up experience cyberbullying follow-up experiencing combine cyber in-person bully follow-up csa-exposed likely experience bully regard appearance weight date relationship provide insight unique circumstance cyberbullying in-person bullying experience csa-exposed exposed csa experience bully victimization specifically cyberbullying combine cyber in-person bullying bully appearance date relationship indicate bully prevention need trauma-focused component target uniquely vulnerable bully cyberbullying victimization peer experience student', 'bully victimization lebanese role internet addiction social phobia depression validation illinois bully bully victimization perpetration depression social phobia internet addiction lebanon bully lebanon alarm school-aged reporting bully point bully victimization reflective inefficacy current prevention policy target problematic contextual present bully victimization validate illinois bully lebanese cross-sectional take place january enrol illinois bully bully victimization order ensure adequacy value great indicator component useful kaiser-meyer-olkin kmo statistical consider p-value ci classify previously bully none bully item remove item bully converge two-factor solution eigenvalue great account variance bully victimization bully perpetration kmo bartlett sphericity test alpha cronbach separate parent ora mild ora moderate os internet addiction test social fear os os ora ora bully social avoidance ora poor os fair ora good os activity sedentary bully attest bully victimization likely certain form internet addiction social fear avoidance addition illinois bully validate lebanon attention pay student vulnerable bully victimization environmental domestic problem addiction bully victimization internet addiction social anxiety mental-health problem sexual-abuse psychiatric-disorders socioeconomic-status peer victimization violence', 'bully behavior chinese cross-sectional bullying common chinese possible connection remain severely under-discussed explore experience bully behavior large chinese teenager school-based sample survey implement southwest china selfadministered collect relevant information form binary logistic regression adopt estimate crude adjust experience bully involvement different type bully multivariate logistic regression reveal experienced type implicate bully ci reveal type bully prominent bully victimization history find ci ci fold bully victimization dose-response apparent severity bully victimization subgroup bully victimization chinese target design implemented protect bully bully sexual-abuse victimization depression violence victim']"
90,81,90_gut_microbiome_ibs_axis,"['gut', 'microbiome', 'ibs', 'axis', 'composition', 'gut microbiome', 'bowel', 'bowel syndrome', 'irritable bowel', 'irritable', 'mouse', 'visceral']","['multi-omics reveal clinical-gut-brain interaction ibs adverse experience backgroundthe brain-gut system involve bidirectional communication central nervous system gut play central role response dysregulation implicate irritable bowel syndrome ibs stress-sensitive female-predominant characterize abdominal pain alter bowel habit adverse experience ace increase severity ibs likely amplify responsiveness gut-brain dysfunction mechanism involve unknown aimthis aim identify multi-omic signature link ace exposure ibs neuroimaging gut microbiome feature healthy hc methodsdata rome positive ibs hcs four subgroup create ibs ace ace define ace validated questionnaire biological marker multimodal mri gut microbial function metagenomics extreme gradient boost xgboost identify key differentiating feature connectograms visualized relationship mutli-omics resultsamong four ibs ace ibs ace hcs ace hcs ace key ace ibs versus hc counterpart depression anxiety gi-symptom anxiety perceive somatic severity poorer ace ibs negative key bacteria akkermansia beneficial bacteria somatic severity bifidobacterium ace parental divorce separation alteration salience central autonomic network ensemble accurately distinguish ibs ace auc demonstrate strong predictive performance accuracy conclusionsour highlight unique microbiota network contribute complex interplay chronic brain-gut-microbiome system ibs pathophysiology inform therapeutic target aim mitigate long-term impact ibs adverse experience irritable bowel syndrome brain-gut-microbiome system multi-omics difference salience network akkermansia bifidobacterium irritable-bowel-syndrome quality-of-life functional gastrointestinal visceral sensitivity connectivity anxiety parcellation validation severity', 'get belly gut microbiome establish get skin impact neuroendocrine neuroimmune pathway influence el adverse experience ace explore whether get belly whether affect gut microbiome animal human utilize variety paradigm acute laboratory stressor chronic event perceive el utero impact gut microbiota particular focus el dietary intervention moderate impact gut microbiome suggest strong acute laboratory chronic el affect gut microbiota rodent grow perceived el impact gut microbiota human emerge suggest rodent dietary intervention omega fatty acid pre probiotic buffer gut microbiome need sum grow suggests impact neuroendocrine neuroimmune ax microbiota-gut-brain-axis provide pathway get belly influence adverse experience gut-brain axis hypothalamic pituitary adrenal hpa inflammation microbiota inflammatory response immune dysregulation cytokine production maternal susceptibility marker', 'impact gonadectomy repeat restraint gut microbiome mouse recently bidirectional connection gastrointestinal microbiota gain interest many highlight potential role hormone modulate gut microbiome knowledge investigate hormone perturbation gut microbiota response understand alter gut microbiota differently depend gonadectomized sham-operated mouse subject daily restraint seven consecutive body weight plasma corticosterone evaluate bacterial diversity composition colon cecum sequence rrna gene bacterial strongly alter colon cecum profound dysregulation several metabolic functional pathway observe sham mouse alteration gut microbiome diversity functional pathway due pronounce present provide potential sex-specific biomarkers novel metabolic signature gut microbiota potential target therapeutic approach neurogastroenterological disease gut-brain axis gut microbiota difference gonadectomy neurogastroenterology early-life carbohydrate-metabolism prenatal intestinal microbiota fecal microbiota body-weight depression bacteria']"
91,78,91_workplace_nurse_healthcare_worker,"['workplace', 'nurse', 'healthcare', 'worker', 'healthcare worker', 'verbal', 'staff', 'occupational', 'employee', 'emergency', 'violence healthcare', 'burnout']","['workplace violence nurse work northeastern ethiopia expression concern see backgroundworkplace violence nurse burgeon affect develop healthcare industry staff nurse staff subject violence visitor coworkers objectiveaimed magnitude workplace violence nurse work northeast ethiopia methodsa multicenter hospital-based cross-sectional employ nurse census northeast ethiopia gather pretested structure enter epi version export spss version ci multivariable binary logistic regression p-values resultout respondent expose workplace violence past verbal accounting bully harassment nurse adjust aor ci aor ci nurse drunk alcohol past aor ci nurse drink alcohol lifetime aor ci aor ci positive predictor workplace violence recommendationin magnitude workplace violence nurse relatively nurse alcohol habit workplace violence intensive facility-based community-based change promotion activity workplace violence do particular focus nurse workplace violence nurse northeastern ethiopia staff', 'moderate role social support workplace violence nurse exposure violent act consider major event nurse expose social support find reduce nurse alleviate experience workplace violence account available whether social support moderate relationship workplace violence examine moderate role social support workplace violence nurse cross-sectional descriptive predictive design utilized nurse recruit governmental nurse frequently expose violence verbally physically whether entire career past verbal violence common nurse nurse work mix-shift likely experience violent act regression workplace violence social support predict nurse hand social support moderate relationship workplace violence need investigate whether similar conform meanwhile healthcare institution need implement strategy reduce prevent nurse exposure workplace violence mobilize activate social support resource work consider avenue reduce experienced nurse nurse perceive nurse social support workplace violence mental-health nurse occupational risk-factors', 'violence healthcare system epidemic dire consequence nurse workplace violence nurse serious problem affect healthcare system worldwide violence visible form little known consequence nurse act intermediary doctor vulnerable due frontline role engage diverse emotionally charge environment incident violence nurse romania assess frequency characteristic consequence victim sociodemographic occupational profile material conduct quantitative romanian version develop labor organization council nurse organization service regard workplace violence healthcare survey distribute online romanian nurse doctor collect workplace violence incident victim aggressor consequence occurrence nurse participate declare experienced previous incident commit relative inside facility consequence violence incident mention vary degree correlation find assaulted nurse professional experience work sector work shifts night reveals reality violence nurse romania emphasize importance address phenomenon healthcare system indicate need preventative initiative towards workplace violence healthcare workplace healthcare system violence nurse consequence workplace violence staff']"
92,77,92_genetic_gene_polymorphism_geneenvironment,"['genetic', 'gene', 'polymorphism', 'geneenvironment', 'genotype', 'val', 'polygenic', 'val meet', 'httlpr', 'environmental', 'geneenvironment interaction', 'genomewide']","['relationship bdnf val meet polymorphism plasma bdnf trait anxiety chinese panic backgroundbrain-derived neurotrophic bdnf candidate susceptibility locus panic pd role bdnf val meet variant pd consistent till relationship bdnf val meet polymorphism anxiety-related trait pd rarely explore aim explore relationship bdnf val meet polymorphism plasma bdnf anxiety-related trait chinese pd methodthis multi-center pd detect single-nucleotide polymorphism snp bdnf r val meet bdnf plasma addition pd administer state-trait anxiety inventory stai panic severity scale-chinese version pdss-cv hamilton anxiety rating hama quantitative difference bdnf concentration different genotype bdnf val meet genotype trait anxiety perform resultsthere difference genotype frequency allele frequency pd bdnf plasma pd bdnf plasma meet meet genotype val meet genotype pd pd carry meet meet genotype stai trait carry val val genotype val meet genotype stai trait pd agoraphobia without agoraphobia ancova dependent stai trait affect genotype val val val meet meet meet covariate agoraphobia variance stai trait explain bdnf genotype contrast stai trait meet meet val meet val val conclusionwe find anxiety trait bdnf polymorphism pd bdnf meet meet genotype decrease plasma bdnf increase trait anxiety panic panic bdnf derive neurotrophic gene polymorphism bdnf plasma trait anxiety neurotrophic val meet gene personality-traits mental-disorders messenger-rna human-memory rat-brain metaanalysis', 'interaction bdnf fkbp gene polymorphism predict burnout occupational bdnf gene rs fkbp gene r polymorphism independently psychotic-like experience expose remains unclear whether relationship burnout moderate single nucleotide polymorphism snp interaction glucocorticoid receptor transcriptional activity bdnf signal investigated interaction snp predict burnout recruit occupational genotyped r r burnout resilience job series rating gene-by-environment gene-by-gene-by-environment interaction examine linear hierarchical regression process macro spss covariates demographic resilience find rs moderate job exhaustion r r moderate cynicism interaction r r exhaustion reduce personal accomplishment r cc genotype r tt genotype together predict exhaustion r tt genotype r cc genotype together exert resilient reduce personal accomplishment face suggest r cc genotype r tt genotype jointly contribute burnout burnout bdnf gene fkbp gene gene-by-environment interaction gene-by-gene-by-environment interaction glucocorticoid-receptor val meet polymorphism resilience structure chronic depression susceptibility', 'gene-environment interaction schizophrenia schizophrenia devastate illness strong genetic component extensive despite heritability recognize non-genetic certain infection cannabis urban environment immigrant status play role whenever genetic non-genetic co-exist interaction likely mean certain exposure consequence give specific genetic makeup provide brief report interaction explore gene variant moderate environment increase develop psychosis discover interaction crucial understanding pathogenesis complex help identify develop individualize prevention plan influence management schizophrenia genetics environment gene-environment interaction toxoplasma gondii cannabis psychosis polygenic bipolar cannabis polygenic cnr gene obstetric complication val meet moderation toxoplasma-gondii susceptibility comt']"
93,76,93_ocd_obsessivecompulsive_obsessive compulsive_obsessive,"['ocd', 'obsessivecompulsive', 'obsessive compulsive', 'obsessive', 'compulsive', 'contamination', 'compulsion', 'onset', 'schema', 'comorbidity', 'motor', 'comorbid']","['immediate covid pandemic obsessive compulsive backgroundobsessive compulsive ocd distress trigger aggravate ocd covid pandemic course global crisis onset little known ocd present aim examine ocd react towards covid crisis methodsa distribute separate newly specialize ocd clinic current close contact therapist doctor survey identify danish ocd ago primary complete file available resultsin pronounce survey experience worsen ocd anxiety depressive aggravation ocd correlate worsen anxiety depressive extent avoidance ocd aggressive predict worsen poor insight trend predict worsen worsen pronounced onset family history attention deficit hyperactivity conclusionsto knowledge examine covid ocd examine separate strengthening point towards influence ocd phenotype insight suggest continued vulnerability family history registrationthe approve danish protection agency register st april oral write information give parent write consent parent receive obsessive compulsive covid ocd anxiety depression', 'correlate obsessive-compulsive depressive anxiety context scarce obsessive-compulsive ocd india point ocd subthreshold ocd correlate college student district ernakulam kerala india setting design cross-sectional survey student range college conduct material student self-administered ocd subsection interview schedule-revised composite interview obsessive-compulsive ocss relevant instrument identify ocd subthreshold ocd statistical point ocd subthreshold ocd determine categorical chi-square fisher exact test necessary difference mean anova point ocd student fulfil criterion subthreshold ocd taboo thought ritual common ocd without obsessive-compulsive ocss ocd subthreshold ocd likely lifetime tobacco alcohol distress suicidality attention-deficit hyperactivity subthreshold ocd comparable ocd except ocd distress academic failure ocd subthreshold ocd uncommon comorbidity imperative identify treated morbidity depressive obsessive-compulsive comorbidity drug-naive first-episode quality-of-life', 'impact obsessive-compulsive severity preliminary suggests play causal role development maintenance obsessive-compulsive ocd course ocd role specific subtypes remain unknown aim investigate relationship severity course ocd ocd hypothesize ocd severity bad assessment ocd symptomatology complete ocd inpatient follow-up highly prevalent additionally severity experience ocd severity strong find hierarchical linear indicate ocd severity pre-treatment post-treatment follow-up without experience moderate improvement highly prevalent ocd survivor still ocd severity consider intervention ocd obsessive-compulsive ctq posttraumatic-stress-disorder german version sexual-abuse das experience anxiety depression trichotillomania dissociation']"
94,75,94_reward_task_neural_processing,"['reward', 'task', 'neural', 'processing', 'reward sensitivity', 'decisionmaking', 'striatum', 'monetary', 'anticipation', 'activation', 'ventral striatum', 'ventral']","['u-shaped relationship chronic academic dynamic reward process despite potential link stress-induced reward dysfunction development problem limit human investigate specific impact chronic dynamic reward processing aim investigate relationship chronic academic dynamic reward process reward anticipation reward consumption event-related potential erp technology ninety healthy undergraduate prepare postgraduate entrance examination npee participate complete two-door reward task chronic perceive pss magnitude reward elicit negative amplitude cue-n anticipatory phase reward omission elicit negative amplitude frn reward delivery reward condition consummatory phase importantly pss exhibit u-shaped relationship cue-n amplitude regardless reward magnitude anticipatory phase frn amplitudes toward reward omission reward condition consummatory phase suggest expose either chronic oppose moderate exhibit heighten reward anticipation augment violation expectation affective response face relatively negative chronic academic reward frn cue-n early-life negative feedback depression amygdala mechanisms adaptation component dopamine responsiveness', 'contribution reward neural substrate adverse experience come bear neural reward system develop rapidly psychopathology spike despite prior work differentiate threat deprivation yet identify relative interactive contribution reward neural substrate present leveraged diverse different profile examine neural response reward relation vary degree sd complete child-friendly monetary incentive delay task fmri acquisition self-report whole ancova evaluate reward anticipation reward reward expect feedback hit miss target reward reward relation dimension whole-brain reveal adjusted great difference task condition reward reward hit miss region threat emotion regulation prefrontal temporal cortex posterior region fusiform posterior cingulate precuneus additionally modulate neural response prefrontal temporoparietal region youths qualitatively different exaggerated neural pattern youth elevate dimension suggest experience long developmental reach result reward-related neural alteration bolster theoretical conceptualization along threat deprivation dimension provide add adverse event sufficient capture qualitatively different neural profile produce differ combination type turn necessitate different approach reward functional mri adverse experience ventral striatum development deprivation activity dimension depression reactivity psychopathology neurobiology', 'reward processing covid outbreak mediate role reward learn ca various problem recent suggest reward processing important mechanism link different reward processing dimension distinct role sensible impact recent event examine covid pandemic context respondent sd complete online survey fill self-report ca reward processing dimension depressive anxiety status impact covid ca depressive anxiety reward learn responsiveness reward valuation reward learning mediate ca status indicator ca predict reward learn turn predict depressive anxiety poorer impact covid moderate mediating role reward processing ca reward learn appear reward process dimension cut depressive anxiety problem provide information onset maintenance give suggest potential transdiagnostic mechanism various problem reward learn target specific intervention impact statement present suggest report history tend experience depressive anxiety issue additionally suggest reward learn impairment reward process dimension link information stimuli action contexts reward partially explain reward learn transdiagnostic mechanism target intervention reward process depression anxiety anxiety mental-health psychometric property behavioral-inhibition depression psychopathology punishment sensitivity']"
95,74,95_sibling_ssa_incest_intrafamilial,"['sibling', 'ssa', 'incest', 'intrafamilial', 'harmful', 'disclosure', 'professional', 'familial', 'sister', 'brother', 'practitioner', 'therapeutic']","['live sibling drug bereave sibling family story family member problematic drug challenge sibling affect well-being relationship family sibling live brother sister problematic drug bereave sibling experience indicate situation support need minor sibling sibling easily overlook practice contributes knowledge gap examine sibling provide mean sibling drug problem position family member accordingly qualitative semi-structured interview collection fourteen bereave sibling interview narrative thematic chosen four theme generate four theme survive difficult family relationship continuous change bad parent synonym family present demonstrate complex multifaceted sibling story live brother sister ongoing drug call attention sibling situation sibling affect brother sister problem sibling involve routine support practice sibling family relation problematic drug drug-related death narrative household dysfunction experience forget addiction parent member death', 'characteristic sibling incest sibling despite historical cross-cultural incest taboo biologically drive incest avoidance pose persistent problem test theorized sibling incest cross-sectional online survey respondent sibling north america germany find engage contact sibling typically start step-siblings half-siblings likely engage sibling incest sibling curiosity game primary motivator coerce prevalent young underscore impulsivity concurrent problem family presence step-sibling positive attitude toward nudity parent influence liability engage behaviours sibling robust english german-speaking suggest generalizable professional address problematic concurrent sibling incest evaluate positive family attitude towards nudity parent reduce disgust sibling incest potential sibling incest need comprehensive education blend household gap diminish genetic relatedness contribute sibling sexual-abuse westermarck offender', 'sibling dynamic context parental theoretical ground present discuss theoretical ground regard sibling dynamic context parental aim explain process parental shape sibling dynamic follow process adulthood triangulate forensic interview maltreat interview experience interview professional theoretical present key concept sibling dynamic sibling camaraderie sibling parentified sibling sibling cut-off addition overlap movement concept discuss context explain parental parentified sibling sibling sibling camaraderie sibling cut-off sibling subsystem theoretical triangulate sexual-abuse violence family survivor support']"
96,73,96_addiction_internet addiction_internet_game,"['addiction', 'internet addiction', 'internet', 'game', 'smartphone', 'ia', 'college student', 'problematic internet', 'college', 'mobile phone', 'problematic', 'phone']","['internet addiction depression syrian college student cross-sectional problematic internet piu internet addiction become increasingly prevalent concern impact social function grown aim investigate piu syrian student relationship demographic internet user cross-sectional conduct undergraduate student syrian government april survey beck depression inventory internet addiction average average internet addiction test iat piu display possible sign depression piu link internet addiction aor cor fold likely occur sleep night sleep less p-value unadjusted regression predictor independent statistically predict presence internet addiction suffer breakup cor domestic violence cor cor cor likely affect internet addiction p-value find internet addiction syrian student experience problem depression likely internet addict prevent piu student encourage participate extracurricular activity sport awareness program enhance highlight negative internet addiction addiction internet internet addiction social medium addiction problematic internet student syria', 'relationship internet addiction depression mediate role insomnia alexithymia backgroundthe correlation depressive internet addiction strengthen important predictor internet addiction mechanism internet addiction depression remain unclear investigates current status influence internet addiction depression examine whether insomnia alexithymia mediate internet addiction depression methodsthis investigate anhui province demographic characteristic collect characteristic short form ctq-sf internet addiction test iat insomnia severity isi item toronto alexithymia ta process examine mediate insomnia alexithymia resultsthe internet addiction depression statistically differences internet addiction non-internet addiction term relationships classmate relationship teacher family relation economic status ctq five subscale positively correlate iat insomnia externally orient think eot play mediate role pn internet addiction conclusioninsomnia alexithymia play mediate role internet addiction depression expand exist understanding internet addiction depression provide theoretical reference address problem internet addiction depression prevent development depression depression internet addiction insomnia alexithymia social support hpa axis sleep experience student dysregulation', 'depression mediate relationship internet addiction chinese young internet addiction range depression suggest difference internet addiction remain unclear depression internet addiction inter-relate differently sexes young participate survey sociodemographic characteristic standardize assessment evaluate internet addiction internet addiction test depression beck depression inventory mediation path examine relationship depression internet addiction internet-addicted relative severe depression opposite depression internet-addicted internet-addicted depression severity internet addiction severity internet addiction depression mediate correlation type severity internet addiction path suggest contributed internet addiction type examine suggest difference relationship depression internet addiction contribute internet addiction depression guide future prevention strategy internet addiction internet addiction depression young gender-differences psychometric property discriminant validity college-students student sex-differences event validation version']"
97,73,97_cop strategy_cop style_style_religious,"['cop strategy', 'cop style', 'style', 'religious', 'coping', 'avoidant', 'coping style', 'fatigue', 'avoidance', 'avoidance cop', 'experience cop', 'coping strategy']","['influence cop youth major depression bipolar depression resilience impulsivity empirical link cop style youth depression remain scarce explores relationship cop style youth major depressive mdd bipolar depression bd recruit youths depression healthy hc convenience sample complete questionnaire-short form ctq-sf connor-davidson resilience cd-risc adapt chinese version barratt impulsiveness bi simplify cop style scsq difference anova chi-square test mediate role resilience impulsivity cop style process macro spss youth depression resilience impulsivity find mediate relationship cop style resilience accounting impulsivity additionally indirectly influenced cop style resilience subsequently affect impulsivity explain direct cop style observe bd impulsivity mediate relationship hc highlight directly cop style youth depression indirectly affect resilience impulsivity suggest improve resilience manage impulsivity enhance positive coping style resilience impulsivity coping style depression mood event unipolar personality style strategy pattern system', 'depression adulthood chinese college student mediate cop style depression common disability remarkable mortality lack knowledge experience cop style depression present enrich knowledge investigate mediate cop style depression adulthood chinese college student self-report questionnaire assess depression cop style complete illustrate positively depression adulthood cop style negatively depression addition influence depression mediate role cop style indicate negative coping style depression adulthood strategy cop style provide effective direction depression cause depression cop style mediate health-problems', 'influence way cop mediate role mindfulness previous find affect person mindfulness mindfulness closely cop style lack relationship concept test whether mindfulness mediates relationship cop style ctq mindful attention awareness maas simplify cop style scsq administer chinese investigate relationship mindfulness cop style negatively correlate mindfulness positively correlate positive coping style negatively correlate negative coping style mindfulness serf complete mediator negative coping style mindfulness intervention assist experienced develop healthy cop strategy cop style mindfulness attachment meditation']"
98,68,98_infection_genital_vaginal_lesion,"['infection', 'genital', 'vaginal', 'lesion', 'sti', 'yearold', 'sexually', 'rare', 'transmit', 'sexually transmit', 'stis', 'transmit infection']","['gonococcal conjunctivitis prepubertal conjunctivitis due neisseria gonorrhoeae uncommon prepubescent identify highly concern contact warrant evaluation examines gonococcal conjunctivitis prepubertal provide updated guidance extragenital test sexually transmit infection retrospectively review gonococcal conjunctivitis prepubertal institution neonate condition exclude confirmatory test complete six prepubertal confirm gonococcal conjunctivitis due gonorrhoeae age range fifty sexually transmit infection additional anatomical site rare gonococcal conjunctivitis due gonorrhoeae prepubertal prompt comprehensive sexually transmitted infection test evaluation protective agency report advise assault sexually transmitted infection sexual-abuse disclosure infection', 'gonorrheal chlamydia yield genital extragenital testing evaluate texas forensic nurse examiner txfne performs routine test genital non genital site chlamydia trachomatis ct neisseria gonorrhoeae ng test sexually transmit pathogen current disease prevention cdc guideline recommend test history type contact sexually transmit infection stis perpetrator stis disease prevention interested determine whether practice test site prepubertal present ct ng result identification infection miss test limited disclose site contact conduct chart young present site evaluation txfne harris county surround county january december test genital injury either examination consistent possible sti infection positive gonorrhea chlamydia positive history type contact fully match site test positive sti infection miss test limited disclose site contact positive ct ng undisclosed body site present concern likely represent infection contact limit sti test disclose contact lead miss ng ct infection prepubertal concern lead delay infection miss opportunity ensure safety sexually transmitted disease nucleic acid amplification technique extra-genital test', 'current status sexually transmit infection south korean last aim status sexually transmit infection stis south korea establish guideline prevention management reduce stis sti surveillance institution local hospital-level institution urology obstetrics gynecology integrative disease management system korea disease prevention agency december stis represent stis infection observe girl boy stis high descend order chlamydial infection gonorrhea condyloma acuminata genital herpes chancroid chlamydial infection genital herpes gonorrhea frequently condyloma acuminata particular consistently must protect legally institutionally specific management protocol stis must establish local government organization human papillomavirus vaccination program boys anti-sti educational effort modern medium activate welfare offenses sexually transmit infection']"
